,content,id,lat,location,lon,time,user,user_id
1419,"Move over undertaker waking up gif. Marcus Smart is here. 

@TheClemReport @ColeyMick @StoolGreenie https://t.co/jmFsRcxcwu",970858169147777024,,"Boston, MA",,2018-03-06 03:06:39,617NDC,733263633564749824
142,mitcH,970859210798960640,,"Boston, MA",,2018-03-06 03:10:48,nhlalyssa,826522310194626560
1420,RT @ValaAfshar: What is blockchain? https://t.co/vTyWA4snXQ,970858167977459712,,"Maharashtra, India",,2018-03-06 03:06:39,HirenMewada,537218481
1421,"Be careful with your words. Once they are said, they can only be forgiven, nor forgotten.",970858167318937600,,malden,,2018-03-06 03:06:39,blackcaputo,1679790294
1422,"""Wait till you see this shit, guys."" - Chris Harrison #TheBachelor",970858166425669632,,"Boston, MA",,2018-03-06 03:06:39,ColouroftheIris,124046186
1423,@ungarmax_tv OMG you look shook as hell haha,970858165729480704,,"Somerville, MA",,2018-03-06 03:06:39,foxeared,223613505
1424,RT @Kashyyyk13: This... this doesn’t need to be three hours #TheBachelor https://t.co/4gJh3tEjpd,970858165553238016,,"Pennsylvania, USA",,2018-03-06 03:06:38,margaretmary__,2501542916
1425,Presented Real Women Have Curves in Teacher's College today as an ode to liberation from gender roles. Recognize /… https://t.co/fJ03BsZxY1,970858165230342144,,"Boston, MA",,2018-03-06 03:06:38,tiffanycmar,1086952993
1426,RT @inarliswetrust: The owner. Give it back https://t.co/Xqf2ujROYu,970858164571725824,,"Los Angeles, CA",,2018-03-06 03:06:38,xoxoraeven,91608353
1427,RT @inarliswetrust: The owner. Give it back https://t.co/Xqf2ujROYu,970858164332658688,,BvrbieWvrld,,2018-03-06 03:06:38,BlvckBvrbieAJ,755508800510128128
1428,My goal for this week is to hack back into my brothers tinder account,970858163850366976,,"Boston, MA",,2018-03-06 03:06:38,Veronikka16,457154295
1429,RT @inarliswetrust: The owner. Give it back https://t.co/Xqf2ujROYu,970858163602935808,,"Denver, CO",,2018-03-06 03:06:38,That_Guy_Denny,965727992541454336
143,@realturtleboy https://t.co/lRyp8RnItC,970859210249416704,,"Boston, MA",,2018-03-06 03:10:48,TheEyeOnBoston,2497455337
1430,So good I had to share! Check out all the items I'm loving on @Poshmarkapp : https://t.co/WrCVTMJkhw https://t.co/22Pwew5RPd,970858163162439680,,"Cambridge, MA",,2018-03-06 03:06:38,bridgeylav87,779322645661769728
1432,@spydaman617 Cool welp. They’ll be aight when we good 🤷🏽‍♀️,970858159853178880,,"Boston, MA",,2018-03-06 03:06:37,_C_Rose__,4876712021
1434,@GameGrumps I'm not gonna argue with him if he's right,970858156057296896,,"Boston, MA",,2018-03-06 03:06:36,VegetaReese,1360153574
1435,RT @unusualImagery: https://t.co/5wywzcgcRj,970858155872628736,,"Somewhere in Oregon, USA",,2018-03-06 03:06:36,MrYoshi02,969809886908428288
1436,RT @SaraCivian: Hey baby r u goaltender interference because I have literally no idea what this is or where it's going,970858155713286144,,"London, Ont.",,2018-03-06 03:06:36,NZekai,342416929
1437,RT @fad_albert: A huge influence on both punk rock and black metal vocals is Linda Blair’s performance in the Exorcist,970858155038203904,,"Boston, MA",,2018-03-06 03:06:36,Iheartnoise,15273924
1438,RT @SaraCivian: Hey baby r u goaltender interference because I have literally no idea what this is or where it's going,970858154866167808,,"Dallas, TX",,2018-03-06 03:06:36,holly_holl,118599596
1439,RT @BartonTheFox: My Anthro New England 2018 photo album is now available! 📣Please RT and thank you for viewing! 🦊🤗 @Anthro_NE https://t.co…,970858153222033408,,"Indianapolis, IN",,2018-03-06 03:06:36,bluemoonwolf64,717366487313432576
144,@TheBY2K Golf Story,970859210023030784,,"Boston, MA",,2018-03-06 03:10:48,ItzaMeBT,1135679132
1442,RT @WitnessJaelen: My guy 😂 https://t.co/McQnrb9m3S,970858150374117376,,"Cambridge, MA",,2018-03-06 03:06:35,WitnessJord,858507358229626880
1443,Those Alpacas in the background after seeing all this drama unfold (probably). #TheBachelorFinale https://t.co/bubOPcW7RW,970858149765877760,,"Boston, MA",,2018-03-06 03:06:35,Adog852,40970094
1444,RT @lucifer_damned: Narayanan directly attacked the BJP for using communalisation for electoral gains.He returned Vajpayee's recommendation…,970858149208092672,,New Delhi. Guwahati. India,,2018-03-06 03:06:35,NilimDutta,66397140
1446,@bobohstern why do you capitalize the first letter of every word?? #boboism?,970858147765211136,,"Boston, MA",,2018-03-06 03:06:34,Jamesgaiero,249542815
1447,@poppy_haze im enjoying it a lot but i love space shit,970858147526205440,,"Boston, MA",,2018-03-06 03:06:34,nickisnixed,2776221
1448,"#Celtics crush the Bulls 105-89!!!

Brown- 21pts, 4rbs, 3ast
Horford- 13pts, 7rbs, 2ast
Tatum- 14pts, 5rbs, 2ast
Ro… https://t.co/2wExuOgxoJ",970858145072472064,,"Boston, MA",,2018-03-06 03:06:34,CsBleedGreen,3323046665
145,@realscottyriggs Braun should be in the main event and Elias should be looking at an ic match at mania. Lose lose f… https://t.co/3rlV3mroxJ,970859209565855744,,"Boston, MA",,2018-03-06 03:10:47,Dommyfeds33,20408167
1450,RT @BostonGlobe: Here are the best and worst case scenarios for snow on Wednesday https://t.co/v9QAb4ddYN,970858142509780992,,USA,,2018-03-06 03:06:33,WeatherOnTheFly,4697032260
1451,"Sat 3/10 ""Winter Nights"" Art/Rock show $10 21+ from Psychic Dog, Cruel Miracle and  Totaled. Launch Pad Norwood Spa… https://t.co/YVKtb2MxN8",970858141540810752,,"Boston, MA",,2018-03-06 03:06:33,TheDaveTREE,2238384180
1452,RT @SaraCivian: Hey baby r u goaltender interference because I have literally no idea what this is or where it's going,970858141125525504,,"Seattle, WA",,2018-03-06 03:06:33,CodyftTana,3255310490
1453,RT @irishrygirl: Teachers who are on strike in WV pooled their money together to make sure the 67% of kids who get free lunches will still…,970858140236500992,,"Florida, USA",,2018-03-06 03:06:32,GarryEllisPSL,787683711164747776
1454,RT @petemrogers: I love Deion Sanders 😂😂 https://t.co/t1s5QQWKxE,970858138424393728,,5-11,,2018-03-06 03:06:32,AtomicMoon7,4920123434
1455,@Harley_joey_168 You started this. Not me.,970858135974969344,,"Boston, MA",,2018-03-06 03:06:31,Oooooo_Donna,58896487
1456,@CNNPolitics Is it just me or is anybody else feeling really concerned for Sam??,970858135937273856,,"Boston, MA",,2018-03-06 03:06:31,EileenCushman,3300623701
1457,RT @afterfinalrose: That llama said more than Lauren this season #TheBachelor #TheBachelorFinale https://t.co/sq6sA975et,970858135903711232,,USA,,2018-03-06 03:06:31,CrystalStelling,139599846
1458,"happy spring break!! picked up my sax for the first time in 1+ year, so here’s an under-tempo… https://t.co/6YjjvyqTah",970858133840125952,,"Boston, MA",,2018-03-06 03:06:31,claireify_,254756115
146,Graves is on FIRE tonight wth the Megadeth references tonight! Loving it! #WWE #RAW @WWEGraves,970859209133830144,,"Boston, MA",,2018-03-06 03:10:47,Wwefanatic208,3070481683
1460,RT @lucifer_damned: Vajpayee deliberately deployed the military quite late. And that too without shooting orders. Narayanan objected again.…,970858133215211520,,New Delhi. Guwahati. India,,2018-03-06 03:06:31,NilimDutta,66397140
1462,"Retweeted Old School Boston (@OldSchoolBoston):

Bob Lobel with Bobby Orr, Ted Williams, Larry Bird and Bob... https://t.co/M0dXvgFOky",970858131239657472,,"Boston, MA",,2018-03-06 03:06:30,johnlaurenti,300474085
1464,RT @SaraCivian: Hey baby r u goaltender interference because I have literally no idea what this is or where it's going,970858128618213376,,Canada,,2018-03-06 03:06:30,diphrents,2290050446
1465,RT @_KevinSosa_: All Hispanic girls should get an Oscar bc tan dramáticas que son lmao,970858128341381120,,"Cancún Centro, Benito Juárez",,2018-03-06 03:06:30,graciehopz,323789511
1466,i ain't shit lol,970858128303632384,,"Boston, MA",,2018-03-06 03:06:30,kaseyn_,185524135
1467,RT @SaraCivian: Hey baby r u goaltender interference because I have literally no idea what this is or where it's going,970858126126628864,,"Toronto, ON",,2018-03-06 03:06:29,adiemiddle,113161190
1468,@DaleEArnold you are a hockey guy who does bruins game and followed by a disproportionate percentage of bruins fans… https://t.co/2PkoyCczKI,970858123987693568,,"Boston, MA",,2018-03-06 03:06:29,tedd85698308,968303628678246400
147,oh my God lmao,970859208748003328,,"Boston, MA",,2018-03-06 03:10:47,TheyCallMeYDG,609337185
1470,RT @stoolpresidente: So quite simply the most electrifying counter top commercial of all time. https://t.co/5O6aXPBsWL,970858123148824576,,"Cincinnati, OH",,2018-03-06 03:06:28,taylorsorrell,2298949424
1471,RT @SaraCivian: Hey baby r u goaltender interference because I have literally no idea what this is or where it's going,970858122301489152,,"Tampa- Orlando,FL",,2018-03-06 03:06:28,Jarebear81787,996343506
1472,"My response to Erin Burnett would have been a deadpan: ""Better than your halitosis.""",970858122263740416,,"Boston, MA",,2018-03-06 03:06:28,revellichor,966836251402866688
1474,RT @JamesCarsonIII: Nothing is better than what @dave_filoni just gave us. #StarWarsRebels is his best work yet and I can’t wait to see wha…,970858121940885504,, ,,2018-03-06 03:06:28,cinnaman7,2921966283
1475,"#RAW: The guitar chords Elias played reminded me of Love's ""Always See Your Face"".
https://t.co/bN55yhVmK9",970858119717883904,,"Boston, MA",,2018-03-06 03:06:28,aargold24,3092410071
1476,"@ybbaaabby Pear, walnut, and blue cheese is a pretty great combo.",970858118056960000,,"Boston, MA",,2018-03-06 03:06:27,mogwaiinjustice,42574179
1479,"@604yousuf Yep. :/

Top picture brought to you by Der Linke and the bottom picture brought to you by AfD.",970858114919608320,,"Boston, MA",,2018-03-06 03:06:26,ryanmofarrell,2420016318
148,RT @reaghanhunt: why is being alive so expensive. im not even having a good time,970859205111377920,,Somewhere in California,,2018-03-06 03:10:46,Beautywithn77,126557730
1480,#TrustNobody #familyfirst #selfmade #WashMyHandsWithItAll #LessonLearn #CantHelpPeople… https://t.co/YdM96UyaC4,970858114814750720,,"Boston, MA",,2018-03-06 03:06:26,Hondu207,250888898
1481,RT @SaraCivian: Hey baby r u goaltender interference because I have literally no idea what this is or where it's going,970858113795612672,,texas,,2018-03-06 03:06:26,liamjackson84,863919642615529472
1482,RT @petemrogers: I love Deion Sanders 😂😂 https://t.co/t1s5QQWKxE,970858113682345984,,"Lawton, OK",,2018-03-06 03:06:26,_rjfisher7,503587180
1483,Lala's man could give 2 F's about her. He's not even going to show up at her showcase when she will be performing s… https://t.co/TBiWTZAn9M,970858112931565568,,"Boston, MA",,2018-03-06 03:06:26,heymamore,613996216
1484,RT @inarliswetrust: The owner. Give it back https://t.co/Xqf2ujROYu,970858111992025088,,"Houston, TX",,2018-03-06 03:06:26,Evanifty,400390599
1485,"LMAO @ all the ppl that thought they were calling me tonight, my phone stays on DND so yall going straight to voicemail 😂😩",970858111891369984,,"Boston, MA",,2018-03-06 03:06:26,Liciaaxo__,2741883467
1486,attunity: Attunity CMO Itamar Ankorion explains the value of accelerated #data pipelines to the crowds at the… https://t.co/LwciW3U1q8,970858111442604032,,"Boston, MA",,2018-03-06 03:06:26,cbearman,2989701
1487,👏🏼BRING 👏🏼BACK 👏🏼PHOTO 👏🏼MAPS 👏🏼ON 👏🏼IG,970858111396433920,,"Boston, MA",,2018-03-06 03:06:26,jeiseltv04,633044014
1488,RT @NEPD_Loyko: Troy Apke might be the most athletic white DB since Jason Seehorn. https://t.co/tjwRDuPzGU,970858111023173632,,"Ardmore, Ok ➡️ Edmond, Ok",,2018-03-06 03:06:25,OshayHarris,423603667
1489,"F I N A L

#Celtics 105
#BullsNation 89

Stick around for Postgame Live w/ @tvabby &amp; @ChrisMannixYS 🍿

  📺:… https://t.co/58GEgQNNub",970858111018897408,,"Boston, MA",,2018-03-06 03:06:25,NBCSCeltics,851142163
149,"RT @celtics: The C’s got out to a big lead early and never looked back, defeating the Bulls 105-89. Brown finished with a game-high 21pts o…",970859203202969600,,"Valenzuela City, National Capi",,2018-03-06 03:10:46,garyoww,2657165209
1490,Something tells me he won't be choosing her every day... #TheBachelorFinale #TheBachelor,970858110746324992,,"Boston, MA",,2018-03-06 03:06:25,sarah_liza21,1599866436
1491,@FND_pharmacy @mmPharmD They are my only speed dial numbers! 🙏🏾,970858109169217536,,"Boston, MA",,2018-03-06 03:06:25,ruvandhi,3844884253
1492,#LHHMIA says https://t.co/mDKaIyMDgC,970858108535951360,,"Boston, MA",,2018-03-06 03:06:25,RoxburyKid617,151534110
1494,RT @celtics: Morris at the 🚨! https://t.co/ohQhMbZPa7,970858106677755904,,"Florida, 850! ",,2018-03-06 03:06:24,Ls_Up_850,1607803730
1495,RT @Mista_Moshi: Only real ones remember the pain and joy of the PS2 life... https://t.co/5wuDvGLKRK,970858106119958528,,"Texas, USA",,2018-03-06 03:06:24,Homculias,885353186000740352
1496,RT @unknowncorner: @vinod_sharma “The notion that there was a pure Tamil that had no Sanksrit in it is a complete fantasy. There are Prakri…,970858105985818624,,"New Delhi, India",,2018-03-06 03:06:24,IndNotSecular,4197340274
1497,RT @irishrygirl: Teachers who are on strike in WV pooled their money together to make sure the 67% of kids who get free lunches will still…,970858104043819008,,"Sumter, SC",,2018-03-06 03:06:24,brand0nmunoz,237472737
1498,RT @lucifer_damned: KR Narayanan wrote a number of letters to Vajpayee on the Gujarat riots which the PMO declined to make public. That cor…,970858102475116544,,New Delhi. Guwahati. India,,2018-03-06 03:06:23,NilimDutta,66397140
1499,RT @celtics: Morris at the 🚨! https://t.co/ohQhMbZPa7,970858101699153920,,Steal'N Wendys Chicken Nuggets,,2018-03-06 03:06:23,JassyBravo,212992036
15,@rexyfortyfive YESSSSSS THANK YOU,970859328092753920,,"Boston, MA",,2018-03-06 03:11:16,UncleLoud,2999665197
150,@HecUr15 this factual? https://t.co/dEXtwBUqda,970859202997612544,,"Boston, MA",,2018-03-06 03:10:46,VenturaULT,257566488
1503,RT @SaraCivian: Hey baby r u goaltender interference because I have literally no idea what this is or where it's going,970858099186782208,,"Toronto, ON",,2018-03-06 03:06:23,RSN929,21678043
1504,RT @irishrygirl: Teachers who are on strike in WV pooled their money together to make sure the 67% of kids who get free lunches will still…,970858098834526208,,"El Paso, Texas",,2018-03-06 03:06:23,ElChucoFresh,165163248
1505,"RT @AdamHimmelsbach: Celtics 105, Bulls 89. Final.
Boston led by as many as 37.
Cs improve to 5-1 since the break.",970858098406641664,,〽️aryland. ,,2018-03-06 03:06:22,ReddyDre,886434551760916480
1506,"FINAL: Celtics 105, Bulls 89

Jaylen Brown scored a game-high 21 points and the Celtics led by as many as 37 - yes,… https://t.co/qxBIjjisjh",970858097651658752,,"Boston, MA",,2018-03-06 03:06:22,Marc_DAmico,48421907
1508,He was 17. He was having a bad day. Then legend Roy Clark asked him to come up and play fiddle. The teen got an inv… https://t.co/FubH09Sgbi,970858095189680128,,"Boston, MA",,2018-03-06 03:06:22,dabeard,28279637
151,RT @petemrogers: I love Deion Sanders 😂😂 https://t.co/t1s5QQWKxE,970859202737573888,,"White Marsh, MD",,2018-03-06 03:10:46,Nazaiah26,872624384435003392
1510,"RT @AdamHimmelsbach: Celtics 105, Bulls 89. Final.
Boston led by as many as 37.
Cs improve to 5-1 since the break.",970858093490987008,,"Granger, IN",,2018-03-06 03:06:21,amcneer,42282134
1512,@Franklin_Graham @BillyGraham Holy Spirit hugs,970858093113462784,,"Boston, MA",,2018-03-06 03:06:21,MissTree18,1528650636
1513,"RT @rajandelman: Trying to separate Ryan Seacrest's art from Ryan Seacrest, the artist",970858093008441344,,"Lawrence, KS",,2018-03-06 03:06:21,rmccarthyjames,49772897
1514,"RT @UMassBoston: Congratulations, Colin Larkin! The first Beacon to sign a #NHL contract, you're making @UMassBeacons and @UMBMENSHOCKEY hi…",970858092568236032,,Eating Brunch Somewhere,,2018-03-06 03:06:21,antg617,366557021
1515,"RT @AdamHimmelsbach: Celtics 105, Bulls 89. Final.
Boston led by as many as 37.
Cs improve to 5-1 since the break.",970858089854402560,,"Pensacola,FL",,2018-03-06 03:06:20,ChasingDreams34,119527328
1516,RT @_KevinSosa_: All Hispanic girls should get an Oscar bc tan dramáticas que son lmao,970858089560752128,,#guate #byu,,2018-03-06 03:06:20,StacyGalvez,555602168
1517,RT @inarliswetrust: The owner. Give it back https://t.co/Xqf2ujROYu,970858089271447552,,Florida,,2018-03-06 03:06:20,Brett_Klein,25220569
1518,RT @inarliswetrust: The owner. Give it back https://t.co/Xqf2ujROYu,970858085693628416,,La ,,2018-03-06 03:06:19,Royston4Prez,46745164
1519,RT @_KevinSosa_: All Hispanic girls should get an Oscar bc tan dramáticas que son lmao,970858083244273664,,"Denison, IA",,2018-03-06 03:06:19,C10H16O_,1067285035
152,"RT @ValaAfshar: How to improve your listening skills:

1 talk less
2 do not interrupt
3 maintain direct eye contact
4 put your phone down
5…",970859200942292992,,"Seattle, WA",,2018-03-06 03:10:45,MsPhyitness11,164391798
1520,RT @billstewart61: Another Dog Food Gets Recalled Due To Potential Salmonella Contamination https://t.co/y6y8rhNM06 https://t.co/msLGkK7Y3P,970858082694709248,,埼玉 東松山市,,2018-03-06 03:06:19,angels2111,2292979675
1521,"RT @RedSox: How about we speed up this off day with a #SoxSpring giveaway! 

RT for a chance to win this @mookiebetts signed ball! https://…",970858082577342464,,"Natick, MA",,2018-03-06 03:06:19,whgrogan,157548894
1522,I have 4 different personalities and the one you getting right now is probably how we all act whenever you ask about a damn sign 🙄,970858081423908864,,"Boston, MA",,2018-03-06 03:06:18,OhAsiaaa,745223531861057536
1523,RT @udaqueness: https://t.co/BPNsX5Saj5 1986년 미국 물리학회의 연례 컨퍼런스가 원래 산디에고에서 열릴 예정이었는데 호텔 스케줄 문제로 라스베가스 MGM 그랜드 호텔로 장소를 옮김. 그리고 이 카지노는 그 주 최악의…,970858080073166848,,창백한 푸른별,,2018-03-06 03:06:18,honora_quiz,3184001048
1524,Is an argument-free marriage possible? https://t.co/r1mIKtaRpz via @abadhusband and inspired by @happywivesclub,970858080022990848,,"Boston, MA",,2018-03-06 03:06:18,5MinutesWithDad,2459015095
1525,RT @maura: i know i go on about MR. SHOW being sadly predictive of our present but let's give it up for @alyankovic https://t.co/paC6Xud71f,970858079012110336,,"Scottsdale, AZ",,2018-03-06 03:06:18,BernieArtists,3257591580
1527,Had a great chat with @saysjana about Confessions of a Terrible Husband! Check it out! https://t.co/frV2YvaR7X #books,970858078668247040,,"Boston, MA",,2018-03-06 03:06:18,abadhusband,1492680738
1528,"@phoneymahoney @TomGilesNBCS NUETRAL ICE...wait, that one’s not good",970858078047473664,,"Boston, MA",,2018-03-06 03:06:18,benjaminjroy,271964233
1529,what is happening right now https://t.co/yJPPz7PsrC,970858077351284736,,"Boston, MA",,2018-03-06 03:06:17,xtineaf,2586093258
153,RT @irishrygirl: Teachers who are on strike in WV pooled their money together to make sure the 67% of kids who get free lunches will still…,970859200761884672,,"Phoenix, AZ",,2018-03-06 03:10:45,mygooderway,2312233100
1530,“That really looked like a beautiful moment...” 🎶 DUN DUN DUN 🎶 #thebachelorfinale,970858077275807744,,"Boston, MA",,2018-03-06 03:06:17,MyDeathDayParty,1009973365
1531,Wish the snow would come soon. Fucking back won't let up. Least migraine is gone. No hope for damn ankle/foot pain… https://t.co/ewko8Cyi1l,970858076512358400,,"Boston, MA",,2018-03-06 03:06:17,midnightdemon2,14740619
1532,"RT @0canom: ""If you want a church full of Catholics who know their faith, love their faith, and practice their faith, give them a liturgy t…",970858075610546176,,"Woburn, MA",,2018-03-06 03:06:17,crazyaboutbook7,860620797999808512
1534,@0DanielitoRBLX What’s ur ps name?,970858075052826624,,"Boston, MA",,2018-03-06 03:06:17,pokefishez_yt,913574992792707072
1535,"@robertemilem That would make sense, because the ability to question a witness repeatedly is not an option at trial… https://t.co/EAt8EIRhZf",970858073559453696,,"Boston, MA",,2018-03-06 03:06:17,metamemette,52387864
1538,"พรุ่งนี้เที่ยง เลาก็รอดละ~ 🤪🤪 

ประหยัดหน่อยช่วงนี้ รายจ่ายเยอะ 😂😂😂😂😂😂😂 https://t.co/ALCrPflKbJ",970858070661361664,,"Boston, MA",,2018-03-06 03:06:16,NiiMLiiM,86262528
1539,"RT @iyadrahwan: My article ""Society-in-the-loop: programming the algorithmic social contract"" is now out with the full special issue on Eth…",970858070451671040,,Konstanz/Elsewhere,,2018-03-06 03:06:16,icouzin,32729442
154,I am here for headlines like these... 🤣 https://t.co/9CCJNwG2nb,970859199591862272,,"Boston, MA",,2018-03-06 03:10:45,dkjhaunc,1689900517
1540,RT @petemrogers: I love Deion Sanders 😂😂 https://t.co/t1s5QQWKxE,970858069327478784,,outer space,,2018-03-06 03:06:16,BrackNoah9633,1096587474
1541,"RT @HarvardBiz: Acquiring more brands means managing a much larger portfolio.
https://t.co/5ncRKDgkxE",970858067859357696,,Bhutan,,2018-03-06 03:06:15,jignor7,365322983
1542,THE ROSE FELL OFF THE STEM. #TheBachelorFinale #TheBachelor https://t.co/a1G7Yp6pvz,970858066961977344,,"Boston, MA",,2018-03-06 03:06:15,rebeccajforman,30258292
1544,RT @SaraCivian: Hey baby r u goaltender interference because I have literally no idea what this is or where it's going,970858064667660288,,"Kuopio, Finland",,2018-03-06 03:06:14,JackBonave,1092853165
1545,RT @FieldYates: Source: NFL teams were just sent a memo indicating that the salary cap for the 2018 league year is $177.2M.,970858064579620864,,"Louisiana, USA",,2018-03-06 03:06:14,datchumley,1976079799
1546,RT @_KevinSosa_: I could really use a hug rn,970858063518486528,,Dirty E,,2018-03-06 03:06:14,julitaa__,2432774809
1547,The rose knows. It’s trying to signal SOS to Becca #thebachelor,970858062369185792,,"Allston, Ma",,2018-03-06 03:06:14,EgzStyle,254059187
1548,"H4239 [Enroll] Establishing a sick leave bank for Alyssa Nelson, an employee of the Office for Victim Assistance https://t.co/Zpn543mCfP",970858062071369728,-71.063701,Massachusetts,42.358424,2018-03-06 03:06:14,LegiScanMA,104723605
155,"Good news, for a change. https://t.co/1YNz6e5Xul",970859199264673792,,"Boston, MA",,2018-03-06 03:10:45,joe__ureneck,87431812
1550,"In a moment of dramatic foreshadowing, the head of Becca’s rose falls off as she and Arie walk off into the sunset… https://t.co/mKGOownknj",970858060280467456,,"Boston, MA",,2018-03-06 03:06:13,AuthorJulie,1937774023
1551,RT @inarliswetrust: The owner. Give it back https://t.co/Xqf2ujROYu,970858060259393536,,"New York, NY",,2018-03-06 03:06:13,Davington_,67804065
1552,Feels like I just watched a @celtics pratice. #bullsNation checked out.,970858058648780800,,"Somerville, MA",,2018-03-06 03:06:13,sarim0t0,196271860
1554,Does Cheddar Man show there is such a thing as bad publicity? https://t.co/NR9qHUZ2OA https://t.co/5Uc1PHmmbW,970858058275540992,,"Boston, MA",,2018-03-06 03:06:13,zesty_science,702953945669476352
1555,RT @Marc_DAmico: 🥋 https://t.co/ZjVLpqgCGE,970858057260519424,,"Boston, MA",,2018-03-06 03:06:13,AchillestheAce,1128798068
1556,"RT @OldSchoolBoston: Bob Lobel with Bobby Orr, Ted Williams, Larry Bird and Bob Neumeier
 (courtesy Joe Giza-WBZ-TV) @JoeGiza @celtics @Red…",970858057197654016,,"Boston, MA",,2018-03-06 03:06:13,johnlaurenti,300474085
1557,Super insightful to hear @stephanieorme speak at @WIGBoston! Love learning about new trends amongst society and gam… https://t.co/vrPQeYH3SZ,970858056866201600,,"Boston, MA",,2018-03-06 03:06:13,SamRDeLara,916670632238239744
1558,RT @NBCSCeltics: Keep your eye on Marcus Smart baseline 😂 https://t.co/0CISuMfzhm,970858056383840256,,Anywhere waifus are,,2018-03-06 03:06:12,Anime00Fan00,3817567578
1559,RT @SaraCivian: Hey baby r u goaltender interference because I have literally no idea what this is or where it's going,970858055972868096,,SRQ/LWR,,2018-03-06 03:06:12,peteybutes,785761056
156,@nathanpboston I think I put them down when I went to re-dock my Hubway bike. Think I walked away and someone took them in the interim. 🤦‍♀️,970859198220300288,,"Boston, MA",,2018-03-06 03:10:45,Felicity_Lingle,307616096
1561,@Nicolep1233 His moms basement,970858054093750272,,"Boston, MA",,2018-03-06 03:06:12,hcx13_,27899979
1562,Proof that he's overpaid at his position! #Truth https://t.co/ogtCINdGsf,970858054085423104,,"Boston, MA",,2018-03-06 03:06:12,amitchman,20788080
1563,RT @lucifer_damned: Wrong.There's little that he could do constitutionally.He met the PM personally &amp; asked him to deploy the military in G…,970858053405900800,,New Delhi. Guwahati. India,,2018-03-06 03:06:12,NilimDutta,66397140
1564,"RT @HarvardBiz: Should you trust your instinct — or an algorithm?
https://t.co/1k3dnu5rPZ",970858052772511744,,Bangalore,,2018-03-06 03:06:12,sunilgovind,103327237
1565,RT @IBMWatsonHealth: Join Watson Health and your peers in learning how sophisticated technologies can enhance your organization. https://t.…,970858052273385472,,"golden valley,arizona",,2018-03-06 03:06:11,ARCHIEBUSHEE,34451408
1566,RT @Ellief2814: https://t.co/26NRtWHFFh,970858052088946688,,"Valhalla, NY",,2018-03-06 03:06:11,North_Moonie,604856112
1567,"RT @NAMIMass: People with #mentalhealth conditions can and do pursue higher education, succeed in their careers, make friends and have rela…",970858050637697024,,Massachusetts,,2018-03-06 03:06:11,SusanFThibeault,600255008
1568,RT @davidfilipov: The Gerasimov Doctrine finally tears itself away from the Sam Nunberg debacle long enough to read @MarkGaleotti's latest…,970858050457427968,,Brooklyn,,2018-03-06 03:06:11,CrisLeeMaza,183295235
1569,@diamond_shonna Brawn ain’t gonna let him run,970858049597526016,,"Boston, MA",,2018-03-06 03:06:11,zacharylevesqu5,957281943166603264
157,"RT @celtics: The C’s got out to a big lead early and never looked back, defeating the Bulls 105-89. Brown finished with a game-high 21pts o…",970859197163298816,,Youtube,,2018-03-06 03:10:44,GxmerJ,868987831024316416
1571,RT @larrykim: 📧 Email and organic search are incredible. #EmailMarketing and #SEO are still important parts of #DigitalMarketing. https://t…,970858048574185472,,"Center City, Philadelphia, PA USA",,2018-03-06 03:06:11,albrightadmin,893576121366851584
1572,The actual love of my life wow https://t.co/1APLWFrbGa,970858048565776384,,"Boston, MA",,2018-03-06 03:06:11,Nayeonsbf,327658541
1573,"#HinduUnityNeedOfTime
हिंदू अपने धर्म के प्रति जागरूक हों ताकि षड्यंत्रकारियों से धर्म को बचाया जा सके। https://t.co/ppGU4SlvOt",970858048033054720,,"Boston, MA",,2018-03-06 03:06:10,chander_hariom,2260450204
1574,In bed with a good book. #champion https://t.co/98xOOrxsNN,970858046569222144,,"Washington, DC",,2018-03-06 03:06:10,itsDMCL,134569782
1575,The Huskies are making some serious noise tonight. #HowlinHuskies #caahoops #GoNU https://t.co/VBfopFAfKQ,970858045919154176,,"Boston, MA",,2018-03-06 03:06:10,DavidIsberg,17325461
1576,RT @SaraCivian: Hey baby r u goaltender interference because I have literally no idea what this is or where it's going,970858044849451008,,"Bay Area, CA",,2018-03-06 03:06:10,sharknoises,35755764
1577,RT @petemrogers: I love Deion Sanders 😂😂 https://t.co/t1s5QQWKxE,970858040986689536,,"Houston, TX",,2018-03-06 03:06:09,TKThaKing,36483961
1578,RT @SaraCivian: Hey baby r u goaltender interference because I have literally no idea what this is or where it's going,970858039212412928,,Canada,,2018-03-06 03:06:08,notactuallymary,2181137688
1579,1 of 5 stars to Sex Object by Jessica Valenti https://t.co/eW5cONOkFB,970858039208304640,,"Boston, MA",,2018-03-06 03:06:08,courtneygrey7,438721558
158,Here's an example of a doorway's effect. The first one creates an  interior door and proceeds straight. The next on… https://t.co/yZkXQUjNg7,970859194235736064,,"Boston, MA",,2018-03-06 03:10:44,craigperko,57669831
1581,"RT @SusanDavid_PhD: Wow! My @TEDTalks has had 1.7 million views in just the past month, and the notes from around the world have touched me…",970858035538096128,,New Zealand,,2018-03-06 03:06:07,Tri_SS,85044588
1582,IM NOT FINISHED WITH YOU,970858034670067712,,"Boston, MA",,2018-03-06 03:06:07,TheyCallMeYDG,609337185
